Country,CountryName,TotalCase,NewCase,TotalDeath,NewDeath,TotalRecoverd,Active,Serious,TotalTests,Population,Date
U,USA,311357,34196,8452,1331,14825,288080,8206,1632955,331060504,04/04/20
S,Spain,126168,6969,11947,749,34219,80002,6532,355000,46755366,04/04/20
I,Italy,124632,4805,15362,681,20996,88274,3994,657224,60458858,04/04/20
G,Germany,96092,4933,1444,169,26400,68248,3936,918460,83792278,04/04/20
F,France,89953,7788,7560,1053,15438,66955,6838,224254,65278075,04/04/20
C,China,81639,19,3326,4,76755,1558,331,0,1439323776,04/04/20
I,Iran,55743,2560,3452,158,19736,32555,4103,186000,84021254,04/04/20
U,UK,41903,3735,4313,708,135,37455,163,183190,84021254,04/04/20
T,Turkey,23934,3013,501,76,786,22647,1311,161380,67896748,04/04/20
S,Switzerland,20505,899,666,75,6415,13424,391,153440,84363898,04/04/20
B,Belgium,18431,1661,1283,140,3247,13901,1245,70000,8656463,04/04/20
N,Netherlands,16627,904,1651,164,250,14726,1360,75415,17136070,04/04/20
C,Canada,13912,1537,231,23,2595,11086,120,317972,37751539,04/04/20
A,Austria,11781,257,186,18,2507,9088,245,104134,9007934,04/04/20
P,Portugal,10524,638,266,20,75,10183,251,81087,0,04/04/20
B,Brazil,10360,1166,445,82,127,9788,296,54824,0,04/04/20
S,S. Korea,10156,94,177,3,6325,3654,55,455032,0,04/04/20
I,Israel,7851,423,44,4,427,7380,115,90394,0,04/04/20
S,Sweden,6443,312,373,15,205,5865,379,36900,0,04/04/20
N,Norway,5550,180,62,3,32,5456,98,105865,0,04/04/20
A,Australia,5550,96,30,2,585,4935,85,286786,0,04/04/20
R,Russia,4731,582,43,9,333,4355,8,639606,0,04/04/20
I,Ireland,4604,331,137,17,25,4442,148,30213,0,04/04/20
C,Czechia,4472,282,59,6,78,4335,87,74170,0,04/04/20
C,Chile,4161,424,27,5,528,3606,38,48613,0,04/04/20
D,Denmark,4077,320,161,22,1283,2633,142,45270,0,04/04/20
P,Poland,3627,244,79,8,116,3432,50,72901,0,04/04/20
R,Romania,3613,430,146,13,329,3138,119,36092,0,04/04/20
I,India,3588,529,99,13,229,3260,0,116608,0,04/04/20
M,Malaysia,3483,150,57,4,915,2511,99,49570,0,04/04/20
E,Ecuador,3465,97,172,27,100,3193,100,11309,0,04/04/20
J,Japan,3139,204,77,8,514,2548,64,42882,0,04/04/20
P,Philippines,3094,76,144,8,57,2893,1,5530,0,04/04/20
P,Pakistan,2818,132,41,1,131,2646,13,30308,0,04/04/20
L,Luxembourg,2729,117,31,0,500,2198,35,22793,0,04/04/20
S,Saudi Arabia,2179,140,29,4,420,1730,41,0,0,04/04/20
I,Indonesia,2092,106,191,10,150,1751,0,7896,0,04/04/20
T,Thailand,2067,89,20,1,674,1373,23,23669,0,04/04/20
F,Finland,1882,267,25,5,300,1557,72,29000,0,04/04/20
P,Panama,1801,128,46,5,13,1742,50,7333,0,04/04/20
P,Peru,1746,151,73,12,914,759,88,17841,0,04/04/20
M,Mexico,1688,178,60,10,633,995,1,15668,0,04/04/20
G,Greece,1673,60,68,5,78,1527,92,22437,0,04/04/20
S,Serbia,1624,148,44,5,54,1526,89,6401,0,04/04/20
S,South Africa,1585,80,9,0,95,1481,7,53937,0,04/04/20
D,Dominican Republic,1578,90,77,9,17,1484,147,4542,0,04/04/20
U,UAE,1505,241,10,1,125,1370,2,220000,0,04/04/20
A,Argentina,1451,98,43,1,279,1129,0,8488,0,04/04/20
I,Iceland,1417,53,4,0,396,1017,12,23640,0,04/04/20
C,Colombia,1406,139,32,7,85,1289,50,23706,0,04/04/20
Q,Qatar,1325,250,3,0,109,1213,37,31951,0,04/04/20
A,Algeria,1251,80,130,25,90,1031,0,3359,0,04/04/20
U,Ukraine,1225,153,32,5,25,1168,16,5040,0,04/04/20
S,Singapore,1189,75,6,1,297,886,24,39000,0,04/04/20
C,Croatia,1126,47,12,4,119,995,39,9833,0,04/04/20
E,Egypt,1070,85,71,5,241,758,0,25000,0,04/04/20
E,Estonia,1039,78,13,1,59,967,20,19091,0,04/04/20
S,Slovenia,977,43,22,2,79,876,31,27109,0,04/04/20
N,New Zealand,950,82,1,0,127,822,1,33116,0,04/04/20
M,Morocco,919,128,59,11,66,794,1,4321,0,04/04/20
I,Iraq,878,58,56,2,259,563,0,0,0,04/04/20
H,Hong Kong,862,17,4,0,173,685,8,90000,0,04/04/20
L,Lithuania,771,75,11,2,7,753,11,21376,0,04/04/20
A,Armenia,770,34,7,0,43,720,30,3994,0,04/04/20
M,Moldova,752,161,12,4,29,711,65,681,0,04/04/20
D,Diamond Princess,712,0,11,0,619,82,10,0,0,04/04/20
B,Bahrain,688,16,4,0,423,261,3,39379,0,04/04/20
H,Hungary,678,55,32,6,58,588,17,19424,0,04/04/20
B,Bosnia and Herzegovina,624,45,21,4,30,573,4,5349,0,04/04/20
C,Cameroon,555,46,9,1,17,529,0,0,0,04/04/20
T,Tunisia,553,58,18,0,5,530,26,6485,0,04/04/20
K,Kazakhstan,531,67,5,2,36,490,6,316,0,04/04/20
A,Azerbaijan,521,78,5,0,32,484,17,35000,0,04/04/20
L,Lebanon,520,12,17,0,54,449,27,9022,0,04/04/20
L,Latvia,509,16,1,0,1,507,3,19380,0,04/04/20
B,Bulgaria,503,18,17,3,34,452,26,566,0,04/04/20
N,North Macedonia,483,53,17,5,20,446,11,4920,0,04/04/20
K,Kuwait,479,62,1,1,93,385,17,0,0,04/04/20
S,Slovakia,471,21,1,0,10,460,3,13631,0,04/04/20
A,Andorra,466,27,17,1,21,428,12,0,0,04/04/20
B,Belarus,440,89,5,1,53,382,11,32000,0,04/04/20
C,Costa Rica,435,19,2,0,13,420,13,4654,0,04/04/20
C,Cyprus,426,30,9,-2,33,384,11,10154,0,04/04/20
U,Uruguay,400,14,5,1,93,302,13,5063,0,04/04/20
T,Taiwan,355,7,5,0,50,300,0,36304,0,04/04/20
R,Réunion,334,13,0,0,40,294,4,0,0,04/04/20
A,Albania,333,29,20,3,99,214,7,2247,0,04/04/20
J,Jordan,323,13,5,0,74,244,5,239,0,04/04/20
B,Burkina Faso,318,16,16,0,66,236,0,0,0,04/04/20
A,Afghanistan,309,28,7,1,10,292,0,0,0,04/04/20
C,Cuba,288,19,6,0,15,267,11,3342,0,04/04/20
O,Oman,277,25,2,1,61,214,3,0,0,04/04/20
U,Uzbekistan,266,39,2,0,25,239,8,0,0,04/04/20
H,Honduras,264,42,15,0,3,246,10,0,0,04/04/20
C,Channel Islands,262,30,5,1,13,244,0,0,0,04/04/20
S,San Marino,259,8,32,0,27,200,14,586,0,04/04/20
I,Ivory Coast,245,27,1,0,25,219,0,0,0,04/04/20
V,Vietnam,240,1,0,0,90,150,3,75458,0,04/04/20
S,Senegal,219,12,2,1,72,145,1,195,0,04/04/20
P,Palestine,217,23,1,0,21,195,0,7553,0,04/04/20
N,Nigeria,214,4,4,0,25,185,2,4000,0,04/04/20
M,Malta,213,11,0,0,2,211,3,9703,0,04/04/20
G,Ghana,205,0,5,0,31,169,2,0,0,04/04/20
M,Montenegro,201,27,2,0,1,198,4,1456,0,04/04/20
M,Mauritius,196,10,7,0,7,182,1,0,0,04/04/20
F,Faeroe Islands,181,2,0,0,93,88,2,4800,0,04/04/20
S,Sri Lanka,166,7,5,1,27,134,5,0,0,04/04/20
G,Georgia,162,7,1,1,36,125,6,0,0,04/04/20
V,Venezuela,155,2,7,0,52,96,6,1779,0,04/04/20
D,DRC,154,6,18,2,3,133,0,0,0,04/04/20
M,Martinique,145,2,3,0,27,115,22,0,0,04/04/20
N,Niger,144,24,8,3,0,136,0,4012,0,04/04/20
K,Kyrgyzstan,144,14,1,0,9,134,5,9618,0,04/04/20
B,Bolivia,139,7,10,1,1,128,3,591,0,04/04/20
B,Brunei,135,1,1,0,66,68,3,7801,0,04/04/20
G,Guadeloupe,134,4,7,0,24,103,14,0,0,04/04/20
M,Mayotte,134,6,2,0,14,118,3,479,0,04/04/20
K,Kenya,126,4,4,0,4,118,2,2201,0,04/04/20
I,Isle of Man,126,12,1,0,0,125,0,1319,0,04/04/20
C,Cambodia,114,0,0,0,50,64,1,5768,0,04/04/20
G,Guinea,111,38,0,0,5,106,0,0,0,04/04/20
T,Trinidad and Tobago,103,5,6,0,1,96,0,736,0,04/04/20
R,Rwanda,102,13,0,0,0,102,0,0,0,04/04/20
G,Gibraltar,98,3,0,0,52,46,0,1269,0,04/04/20
P,Paraguay,96,4,3,0,12,81,2,1289,0,04/04/20
L,Liechtenstein,77,2,1,1,0,76,0,900,0,04/04/20
B,Bangladesh,70,9,8,2,30,32,1,2086,0,04/04/20
M,Madagascar,70,0,0,0,0,70,6,0,0,04/04/20
M,Monaco,66,2,1,0,3,62,2,0,0,04/04/20
A,Aruba,64,2,0,0,1,63,0,863,0,04/04/20
G,Guatemala,61,11,2,1,15,44,1,1134,0,04/04/20
F,French Guiana,61,4,0,0,22,39,1,0,0,04/04/20
E,El Salvador,56,10,3,0,2,51,4,0,0,04/04/20
J,Jamaica,53,0,3,0,7,43,0,540,0,04/04/20
B,Barbados,52,1,0,0,0,52,0,382,0,04/04/20
D,Djibouti,50,1,0,0,8,42,0,0,0,04/04/20
U,Uganda,48,0,0,0,0,48,0,2629,0,04/04/20
M,Macao,44,2,0,0,10,34,0,0,0,04/04/20
M,Mali,41,2,3,0,1,37,0,0,0,04/04/20
T,Togo,41,1,3,0,17,21,0,0,0,04/04/20
F,French Polynesia,40,1,0,0,0,40,1,583,0,04/04/20
Z,Zambia,39,0,1,0,2,36,0,619,0,04/04/20
E,Ethiopia,38,3,0,0,4,34,1,1222,0,04/04/20
B,Bermuda,37,2,0,0,14,23,0,291,0,04/04/20
C,Cayman Islands,35,6,1,0,1,33,0,319,0,04/04/20
E,Eritrea,29,7,0,0,0,29,0,0,0,04/04/20
B,Bahamas,28,4,4,1,0,24,1,0,0,04/04/20
S,Saint Martin,24,2,2,1,5,17,6,18,0,04/04/20
G,Guyana,23,0,4,0,0,19,0,83,0,04/04/20
S,Sint Maarten,23,0,4,0,6,13,0,82,0,04/04/20
C,Congo,22,0,2,0,2,18,0,0,0,04/04/20
G,Gabon,21,0,1,0,1,19,0,0,0,04/04/20
M,Myanmar,21,1,1,0,0,20,0,0,0,04/04/20
T,Tanzania,20,0,1,0,3,16,0,0,0,04/04/20
H,Haiti,20,2,0,0,1,19,0,200,0,04/04/20
M,Maldives,19,0,0,0,13,6,0,0,0,04/04/20
L,Libya,18,1,1,0,0,17,0,131,0,04/04/20
G,Guinea-Bissau,18,3,0,0,0,18,0,0,0,04/04/20
N,New Caledonia,17,0,0,0,1,16,0,1390,0,04/04/20
S,Syria,16,0,2,0,2,12,0,0,0,04/04/20
B,Benin,16,0,0,0,2,14,0,0,0,04/04/20
E,Equatorial Guinea,16,0,0,0,1,15,0,0,0,04/04/20
A,Antigua and Barbuda,15,0,0,0,0,15,1,40,0,04/04/20
D,Dominica,14,0,0,0,0,14,0,255,0,04/04/20
M,Mongolia,14,0,0,0,2,12,0,0,0,04/04/20
N,Namibia,14,0,0,0,3,11,0,301,0,04/04/20
S,Saint Lucia,14,1,0,0,1,13,0,0,0,04/04/20
F,Fiji,12,5,0,0,0,12,0,0,0,04/04/20
G,Grenada,12,0,0,0,0,12,2,45,0,04/04/20
C,Curaçao,11,0,1,0,5,5,0,0,0,04/04/20
G,Greenland,11,1,0,0,3,8,0,542,0,04/04/20
A,Angola,10,2,2,0,2,6,0,0,0,04/04/20
S,Sudan,10,0,2,0,2,6,0,0,0,04/04/20
L,Liberia,10,3,1,1,3,6,0,0,0,04/04/20
S,Suriname,10,0,1,0,0,9,0,0,0,04/04/20
L,Laos,10,0,0,0,0,10,0,437,0,04/04/20
M,Mozambique,10,0,0,0,1,9,0,338,0,04/04/20
S,Seychelles,10,0,0,0,0,10,0,0,0,04/04/20
M,MS Zaandam,9,0,2,0,0,7,0,0,0,04/04/20
Z,Zimbabwe,9,0,1,0,0,8,0,316,0,04/04/20
N,Nepal,9,3,0,0,1,8,0,1521,0,04/04/20
C,Chad,9,1,0,0,0,9,0,0,0,04/04/20
S,Saint Kitts and Nevis,9,0,0,0,0,9,0,113,0,04/04/20
E,Eswatini,9,0,0,0,0,9,0,0,0,04/04/20
C,CAR,8,0,0,0,0,8,0,0,0,04/04/20
C,Cabo Verde,7,1,1,0,0,6,0,0,0,04/04/20
V,Vatican City,7,0,0,0,0,7,0,0,0,04/04/20
S,St. Vincent Grenadines,7,0,0,0,1,6,0,0,0,04/04/20
S,Somalia,7,0,0,0,1,6,0,0,0,04/04/20
M,Mauritania,6,0,1,0,2,3,0,67,0,04/04/20
M,Montserrat,6,0,0,0,0,6,0,0,0,04/04/20
S,St. Barth,6,0,0,0,1,5,0,0,0,04/04/20
N,Nicaragua,5,0,1,0,0,4,0,0,0,04/04/20
B,Bhutan,5,0,0,0,2,3,0,0,0,04/04/20
T,Turks and Caicos,5,0,0,0,0,5,0,0,0,04/04/20
B,Botswana,4,0,1,0,0,3,0,175,0,04/04/20
G,Gambia,4,0,1,0,2,1,0,0,0,04/04/20
B,Belize,4,0,0,0,0,4,0,25,0,04/04/20
M,Malawi,4,1,0,0,0,4,0,0,0,04/04/20
S,Sierra Leone,4,2,0,0,0,4,0,2,0,04/04/20
W,Western Sahara,4,4,0,0,0,4,0,0,0,04/04/20
A,Anguilla,3,0,0,0,0,3,0,0,0,04/04/20
B,British Virgin Islands,3,0,0,0,0,3,0,0,0,04/04/20
B,Burundi,3,0,0,0,0,3,0,2,0,04/04/20
C,Caribbean Netherlands,2,0,0,0,0,2,0,10,0,04/04/20
F,Falkland Islands,1,0,0,0,0,1,0,0,0,04/04/20
P,Papua New Guinea,1,0,0,0,0,1,0,72,0,04/04/20
T,Timor-Leste,1,0,0,0,0,1,0,0,0,04/04/20
U,USA,3616827,71750,140144,1001,1645962,1830721,16459,44838403,331081677,07/15/20
B,Brazil,1970909,39705,75523,1261,1255564,639822,8318,4572796,212620008,07/15/20
I,India,970169,32682,24929,614,613735,331505,8944,12412664,1380530110,07/15/20
R,Russia,746369,6422,11770,156,523249,211350,2300,23754645,145937175,07/15/20
P,Peru,337724,3857,12417,188,226400,98907,1325,1983932,32988703,07/15/20
C,Chile,321205,1712,7186,117,292085,21934,1915,1334712,19122661,07/15/20
M,Mexico,311486,7051,36327,836,193976,81183,378,756137,128984785,07/15/20
S,South Africa,311049,12757,4453,107,160693,145903,539,2278127,59336622,07/15/20
S,Spain,304574,875,28413,4,0,0,617,6026446,46755564,07/15/20
U,UK,291911,538,45053,85,0,0,145,12461869,67900637,07/15/20
I,Iran,264561,2388,13410,199,227561,23590,3411,2048049,84033003,07/15/20
P,Pakistan,255769,2165,5386,66,172810,77573,2078,1627939,221037609,07/15/20
I,Italy,243506,162,34997,13,196016,12493,57,6053060,60457891,07/15/20
S,Saudi Arabia,240474,2671,2325,42,183048,55101,2221,2436683,34833307,07/15/20
T,Turkey,215940,947,5419,17,197733,12788,1206,4107498,84373811,07/15/20
G,Germany,201252,486,9148,4,186000,6104,248,6376054,83795199,07/15/20
B,Bangladesh,193590,3533,2457,33,105523,85610,1,980402,164752852,07/15/20
F,France,173304,416,30120,20,78820,64364,482,2532227,65279649,07/15/20
C,Colombia,165169,5271,5814,189,71736,87619,875,1082415,50903682,07/15/20
A,Argentina,111146,4236,2050,82,47298,61798,752,495065,45211980,07/15/20
C,Canada,108829,343,8810,12,72485,27534,2173,3341893,37755152,07/15/20
Q,Qatar,104983,450,151,1,101637,3195,135,424858,2807805,07/15/20
E,Egypt,84843,913,4067,59,26135,54641,41,135000,102400332,07/15/20
I,Iraq,83867,2110,3432,87,52621,27814,374,728737,40251640,07/15/20
C,China,83611,6,4634,0,78693,284,3,90410000,1439323776,07/15/20
I,Indonesia,80094,1522,3797,87,39050,37247,0,1122339,273634614,07/15/20
S,Sweden,76492,125,5572,10,0,0,81,681820,10101817,07/15/20
E,Ecuador,70329,759,5158,28,30641,34530,313,190349,17652711,07/15/20
B,Belarus,65443,174,480,6,56379,8584,89,1151734,9449187,07/15/20
K,Kazakhstan,63514,1759,375,0,38008,25131,221,1737546,18785170,07/15/20
B,Belgium,62872,91,9788,1,17242,35842,27,1398080,11591714,07/15/20
O,Oman,61247,1679,281,8,39038,21928,139,253444,5110615,07/15/20
P,Philippines,58768,1310,1614,11,20976,36178,333,1019263,109635041,07/15/20
K,Kuwait,56877,703,399,3,46897,9581,146,445184,4272860,07/15/20
U,UAE,55848,275,335,0,46418,9095,1,4052000,9894897,07/15/20
U,Ukraine,55607,836,1427,15,28131,26049,93,827157,43721568,07/15/20
N,Netherlands,51252,106,6136,1,0,0,20,764079,17136483,07/15/20
B,Bolivia,50867,1617,1898,32,15819,33150,71,111416,11678886,07/15/20
P,Panama,49243,1147,982,22,25417,22844,157,174345,4317196,07/15/20
D,Dominican Republic,47671,1366,929,19,23459,23283,246,198496,10852115,07/15/20
P,Portugal,47426,375,1676,8,32110,13640,68,1396902,10195373,07/15/20
S,Singapore,46878,249,27,0,42988,3863,0,1009532,5852170,07/15/20
I,Israel,44188,1828,376,5,19989,23823,204,1317362,9197590,07/15/20
P,Poland,38721,264,1594,6,28492,8635,73,1860592,37844784,07/15/20
A,Afghanistan,34994,254,1094,46,22456,11444,31,81934,38956620,07/15/20
B,Bahrain,34560,482,117,6,30320,4123,48,693539,1703093,07/15/20
N,Nigeria,34259,643,760,6,13999,19500,7,199016,206298262,07/15/20
R,Romania,34226,641,1952,21,22049,10225,248,886918,19231695,07/15/20
S,Switzerland,33148,132,1968,0,29800,1380,20,700326,8657154,07/15/20
A,Armenia,33005,515,592,11,21348,11065,10,139220,2963479,07/15/20
G,Guatemala,32074,1202,1350,48,4624,26100,5,64590,17926950,07/15/20
H,Honduras,29106,527,807,18,3287,25012,58,49308,9910227,07/15/20
I,Ireland,25683,13,1748,2,23364,571,9,527746,4939886,07/15/20
A,Azerbaijan,25672,559,326,7,16695,8651,66,592778,10142755,07/15/20
G,Ghana,25430,442,139,0,21511,3780,8,336093,31094417,07/15/20
J,Japan,22508,288,984,2,18545,2979,38,586706,126459029,07/15/20
A,Algeria,20770,554,1040,12,14792,4938,61,0,43878420,07/15/20
M,Moldova,20040,332,659,4,13298,6083,358,101180,4033544,07/15/20
S,Serbia,19334,351,429,11,14047,4858,169,515395,8735770,07/15/20
A,Austria,19154,133,710,1,17175,1269,10,716293,9008494,07/15/20
N,Nepal,17177,116,39,1,11025,6113,0,611231,29154945,07/15/20
M,Morocco,16262,165,259,2,13821,2182,31,924695,36927069,07/15/20
C,Cameroon,15173,0,359,0,11928,2886,52,120837,26566347,07/15/20
U,Uzbekistan,14581,496,71,4,8655,5855,43,1377915,33486859,07/15/20
S,S. Korea,13551,39,289,0,12348,914,15,1431316,51271089,07/15/20
C,Czechia,13475,134,355,0,8507,4613,19,606878,10709829,07/15/20
I,Ivory Coast,13403,366,87,0,7146,6170,0,79895,26398568,07/15/20
D,Denmark,13092,31,610,0,12182,300,6,1276389,5793056,07/15/20
K,Kyrgyzstan,11977,533,160,11,3660,8157,24,259793,6528003,07/15/20
K,Kenya,11252,461,209,7,3068,7975,44,225495,53809800,07/15/20
E,El Salvador,10645,342,286,8,6120,4239,398,199637,6487551,07/15/20
S,Sudan,10527,110,668,9,5601,4258,0,401,43881832,07/15/20
A,Australia,10487,237,111,3,7928,2448,28,3213715,25511086,07/15/20
V,Venezuela,10428,418,100,4,3050,7278,25,1386563,28432321,07/15/20
N,Norway,9011,10,253,0,8138,620,1,388021,5422926,07/15/20
C,Costa Rica,8986,504,40,4,2551,6395,31,61216,5095937,07/15/20
M,Malaysia,8734,5,122,0,8526,86,5,861896,32381446,07/15/20
N,North Macedonia,8530,198,393,4,4565,3572,55,80774,2083370,07/15/20
S,Senegal,8369,126,153,3,5605,2611,37,92905,16757263,07/15/20
E,Ethiopia,8181,212,146,7,2430,5605,35,250604,115052048,07/15/20
D,DRC,8163,28,192,2,3983,3988,0,0,89637777,07/15/20
B,Bulgaria,7877,232,289,6,3841,3747,28,189953,6945980,07/15/20
B,Bosnia and Herzegovina,7411,306,235,8,3335,3841,0,114344,3279870,07/15/20
F,Finland,7293,0,328,0,6880,85,1,291100,5541089,07/15/20
P,Palestine,7064,300,44,0,1084,5936,0,141444,5105193,07/15/20
H,Haiti,6831,104,143,2,3283,3405,0,14544,11407750,07/15/20
T,Tajikistan,6695,52,56,0,5383,1256,0,0,9544560,07/15/20
F,French Guiana,6299,70,33,2,3738,2528,24,11273,298918,07/15/20
G,Guinea,6276,76,38,0,4981,1257,24,14407,13143415,07/15/20
G,Gabon,6121,95,46,0,3664,2411,11,52166,2227398,07/15/20
M,Madagascar,5605,262,43,4,2811,2751,51,30530,27712778,07/15/20
M,Mauritania,5564,46,149,0,2830,2585,5,13842,4653356,07/15/20
L,Luxembourg,5122,66,111,0,4247,764,4,302812,626339,07/15/20
D,Djibouti,4985,6,56,0,4765,164,0,52257,988523,07/15/20
C,CAR,4362,6,53,0,1261,3048,2,27679,4832699,07/15/20
H,Hungary,4263,5,595,0,3126,542,5,299185,9659253,07/15/20
C,Croatia,3953,126,120,0,2629,1204,5,97724,4104090,07/15/20
G,Greece,3910,27,193,0,1374,2343,13,391773,10420718,07/15/20
A,Albania,3752,85,101,4,2091,1560,10,29695,2877658,07/15/20
T,Thailand,3232,5,58,0,3092,82,1,603657,69807396,07/15/20
P,Paraguay,3198,124,25,0,1338,1835,11,96060,7135825,07/15/20
N,Nicaragua,3147,0,99,0,2282,766,0,0,6627526,07/15/20
S,Somalia,3083,7,93,0,1425,1565,2,0,15906257,07/15/20
E,Equatorial Guinea,3071,0,51,0,842,2178,0,16000,1404216,07/15/20
M,Maldives,2831,30,14,0,2321,496,12,64239,540875,07/15/20
M,Mayotte,2743,6,37,0,2581,125,3,13000,273022,07/15/20
S,Sri Lanka,2671,6,11,0,2001,659,1,127920,21416978,07/15/20
M,Malawi,2614,117,43,3,1005,1566,4,21953,19145027,07/15/20
L,Lebanon,2542,91,38,1,1455,1049,14,189723,6824048,07/15/20
C,Cuba,2438,6,87,0,2277,74,2,211427,11326313,07/15/20
M,Mali,2433,10,121,0,1764,548,0,16317,20267697,07/15/20
C,Congo,2222,194,47,0,589,1586,0,0,5522317,07/15/20
S,South Sudan,2153,5,41,0,1175,937,0,12044,11198686,07/15/20
E,Estonia,2016,1,69,0,1901,46,1,113129,1326574,07/15/20
S,Slovakia,1927,19,28,0,1507,392,2,233436,5459757,07/15/20
I,Iceland,1911,6,10,0,1885,16,0,106883,341332,07/15/20
L,Lithuania,1896,35,79,0,1582,235,15,465396,2720387,07/15/20
Z,Zambia,1895,0,42,0,1412,441,1,56825,18399061,07/15/20
S,Slovenia,1878,19,111,0,1501,266,1,118353,2078950,07/15/20
G,Guinea-Bissau,1842,0,26,0,773,1043,5,1500,1969474,07/15/20
C,Cabo Verde,1780,58,19,0,850,911,0,41091,556218,07/15/20
S,Sierra Leone,1668,17,64,0,1200,404,0,0,7982400,07/15/20
L,Libya,1589,26,43,1,373,1173,0,37324,6874735,07/15/20
H,Hong Kong,1589,19,10,2,1241,338,6,376645,7499390,07/15/20
N,New Zealand,1547,2,22,0,1498,27,0,433324,5002100,07/15/20
Y,Yemen,1526,10,433,4,694,399,0,120,29847320,07/15/20
E,Eswatini,1489,55,20,0,724,745,5,17559,1160626,07/15/20
R,Rwanda,1435,19,4,0,752,679,0,194802,12962189,07/15/20
B,Benin,1378,0,26,0,557,795,1,67622,12132824,07/15/20
M,Mozambique,1330,62,9,0,375,946,0,42551,31281122,07/15/20
T,Tunisia,1319,13,50,0,1091,178,0,80538,11823372,07/15/20
M,Montenegro,1287,0,24,0,330,933,7,27367,628069,07/15/20
J,Jordan,1201,3,10,0,1016,175,3,483111,10207054,07/15/20
L,Latvia,1178,4,31,0,1022,125,0,174057,1885181,07/15/20
N,Niger,1100,1,69,1,993,38,0,6658,24228441,07/15/20
Z,Zimbabwe,1089,25,20,0,395,674,0,95860,14870792,07/15/20
L,Liberia,1056,18,51,0,447,558,0,0,5061453,07/15/20
U,Uganda,1043,3,0,0,1004,39,0,232608,45780602,07/15/20
B,Burkina Faso,1038,1,53,0,882,103,0,0,20920270,07/15/20
C,Cyprus,1025,2,19,0,839,167,0,167394,1207711,07/15/20
U,Uruguay,1009,12,31,0,909,69,1,82772,3474234,07/15/20
G,Georgia,1004,5,15,0,873,116,5,156144,3988826,07/15/20
N,Namibia,960,96,2,0,31,927,1,16305,2542495,07/15/20
C,Chad,885,1,75,0,799,11,0,0,16439519,07/15/20
A,Andorra,862,1,52,0,803,7,0,3750,77270,07/15/20
S,Suriname,837,36,18,0,573,246,5,1244,586838,07/15/20
J,Jamaica,762,3,10,0,643,109,0,28603,2961703,07/15/20
T,Togo,740,9,15,0,534,191,2,36706,8284888,07/15/20
S,Sao Tome and Principe,737,1,14,0,322,401,0,2024,219299,07/15/20
D,Diamond Princess,712,0,13,0,651,48,4,0,0,07/15/20
S,San Marino,699,0,42,0,656,1,0,5729,33934,07/15/20
M,Malta,674,0,9,0,661,4,0,109538,441593,07/15/20
R,Réunion,608,9,3,0,472,133,4,35419,895568,07/15/20
C,Channel Islands,581,0,47,0,512,22,0,21410,173926,07/15/20
A,Angola,576,35,27,1,124,425,6,10000,32894558,07/15/20
T,Tanzania,509,0,21,0,183,305,7,0,59783703,07/15/20
S,Syria,458,19,22,1,140,296,0,0,17513972,07/15/20
T,Taiwan,451,0,7,0,440,4,0,78897,23818615,07/15/20
B,Botswana,399,0,1,0,38,360,1,51379,2353216,07/15/20
V,Vietnam,381,8,0,0,353,28,1,275000,97372880,07/15/20
M,Mauritius,343,1,10,0,331,2,0,193561,1271858,07/15/20
M,Myanmar,337,0,6,0,266,65,0,96324,54424500,07/15/20
I,Isle of Man,336,0,24,0,312,0,0,7301,85051,07/15/20
C,Comoros,321,0,7,0,302,12,0,0,870210,07/15/20
G,Guyana,313,5,18,1,156,139,5,3418,786708,07/15/20
B,Burundi,269,0,1,0,207,61,0,6697,11900836,07/15/20
M,Mongolia,261,18,0,0,207,54,3,28313,3280168,07/15/20
L,Lesotho,256,0,3,0,48,205,0,6033,2142923,07/15/20
M,Martinique,255,0,15,0,98,142,5,0,375252,07/15/20
E,Eritrea,232,0,0,0,107,125,0,0,3548224,07/15/20
C,Cayman Islands,203,0,1,0,200,2,0,26919,65751,07/15/20
G,Guadeloupe,190,0,14,0,157,19,4,11538,400127,07/15/20
F,Faeroe Islands,188,0,0,0,188,0,0,25276,48871,07/15/20
G,Gibraltar,180,0,0,0,180,0,0,16789,33691,07/15/20
C,Cambodia,165,0,0,0,133,32,1,47702,16727464,07/15/20
B,Bermuda,150,0,9,0,137,4,1,14467,62268,07/15/20
B,Brunei,141,0,3,0,138,0,0,34797,437642,07/15/20
T,Trinidad and Tobago,133,0,8,0,124,1,0,5847,1399678,07/15/20
B,Bahamas,119,6,11,0,91,17,1,2552,393390,07/15/20
M,Monaco,109,0,4,0,97,8,0,16200,39253,07/15/20
A,Aruba,106,0,3,0,99,4,0,4012,106785,07/15/20
B,Barbados,104,1,7,0,90,7,0,9091,287390,07/15/20
S,Seychelles,100,0,0,0,27,73,0,0,98372,07/15/20
L,Liechtenstein,84,0,1,0,81,2,0,900,38133,07/15/20
B,Bhutan,84,0,0,0,78,6,0,39270,771932,07/15/20
S,Sint Maarten,78,0,15,0,63,0,0,523,42894,07/15/20
A,Antigua and Barbuda,74,0,3,0,57,14,1,866,97961,07/15/20
T,Turks and Caicos,72,0,2,0,12,58,4,946,38736,07/15/20
G,Gambia,64,0,3,0,34,27,0,3573,2418657,07/15/20
F,French Polynesia,62,0,0,0,60,2,0,4649,280974,07/15/20
M,Macao,46,0,0,0,45,1,0,4071,649661,07/15/20
