Country,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,vaccinated,fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,life_expectancy,human_development_index,A_Date,continent,iso_code
T,Taiwan,1012,3,2,10,0,0,42.491,0.126,0.084,0.42,0,0,1.09,0,0,0,0,0,0,0,0,716,186687,7.838,0.03,477,0.02,0.004,238.5,people tested,7053,7053,0,1884,1763,0.03,0.03,0,74,25,23816775,0,42.2,0,8.353,0,0,103.957,0,0,0,80.46,0,2021-03-25,Africa,TWN
T,Tajikistan,13308,0,0,90,0,0,1395.313,0,0,9.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.48,9537642,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,0,0,71.1,0.668,2021-03-25,North America,TJK
T,Tanzania,509,0,0,21,0,0,8.521,0,0,0.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,59734213,64.699,17.7,3.108,1.874,2683.304,49.1,217.288,5.75,3.3,26.7,65.46,0.529,2021-03-25,Africa,TZA
T,Thailand,28443,0,135.571,92,0,0.429,407.493,0,1.942,1.318,0,0.006,1.11,0,0,0,0,0,0,0,0,17915,3194834,45.771,0.257,18261,0.262,0.008,125,tests performed,0,0,0,0,5624,0,0,0,81,47.22,69799978,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,77.15,0.777,2021-03-25,Africa,THA
T,Timor,394,22,23.571,0,0,0,298.838,16.686,17.878,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.19,1318442,87.176,18,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,69.5,0.606,2021-03-25,Europe,TLS
T,Togo,9506,359,132,107,2,0.714,1148.243,43.364,15.944,12.925,0.242,0.086,1.07,0,0,0,0,0,0,0,0,1332,267671,32.332,0.161,1254,0.151,0.105,9.5,tests performed,0,0,0,0,2793,0,0,0,337,69.44,8278737,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,61.04,0.515,2021-03-25,Africa,TGO
T,Trinidad and Tobago,7924,21,16,141,0,0.143,5662.059,15.005,11.433,100.751,0,0.102,1.55,0,0,0,0,0,0,0,0,267,107576,76.868,0.191,511,0.365,0.031,31.9,people tested,0,0,0,0,95,0,0,0,68,64.81,1399491,266.886,36.2,10.014,5.819,28763.071,0,228.467,10.97,0,0,73.51,0.796,2021-03-25,Africa,TTO
T,Tunisia,248037,783,586,8663,26,24.714,20986.972,66.251,49.583,732.996,2.2,2.091,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32026,32026,0,0,3749,0.27,0.27,0,317,53.7,11818618,74.228,32.7,8.001,5.075,10849.297,2,318.991,8.52,1.1,65.8,76.7,0.74,2021-03-25,Europe,TUN
T,Turkey,3120013,28731,24201.429,30619,157,120.286,36993.686,340.661,286.954,363.046,1.862,1.426,1.36,0,0,0,0,0,0,0,0,222753,37212928,441.23,2.641,203635,2.414,0.119,8.4,tests performed,14227410,8163156,6064254,257543,256561,16.87,9.68,7.19,3042,72.22,84339067,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,77.69,0.82,2021-03-25,Oceania,TUR
T,Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,8058,0,38718,37.312,0,0,0,0,0,0,0,0,0,80.22,0,2021-03-25,Europe,TCA
U,Uganda,40734,15,15.571,334,0,0,890.536,0.328,0.34,7.302,0,0,1.1,0,0,0,0,0,0,0,0,3191,930429,20.341,0.07,2520,0.055,0.006,161.8,samples tested,46664,46664,0,220,4805,0.1,0.1,0,105,53.7,45741000,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,63.37,0.544,2021-03-25,Europe,UGA
U,Ukraine,1646775,16762,13302.286,32737,369,275.143,37654.55,383.274,304.165,748.552,8.437,6.291,1.17,0,0,0,0,0,0,0,0,0,7836049,179.176,0,44485,1.017,0.299,3.3,tests performed,192264,192263,1,0,13391,0.44,0.44,0,306,59.26,43733759,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,72.06,0.779,2021-03-25,Africa,UKR
U,United Arab Emirates,448637,2043,2024.571,1466,10,6,45360.855,206.564,204.701,148.225,1.011,0.607,0.97,0,0,0,0,0,0,0,0,235564,36247630,3664.931,23.817,224747,22.724,0.009,111,tests performed,7730375,0,0,127047,107130,78.16,0,0,10832,55.56,9890400,112.442,34,1.144,0.526,67293.483,0,317.84,17.26,1.2,37.4,77.97,0.89,2021-03-25,Africa,ARE
U,United Kingdom,4332922,6277,5513.429,126684,63,74.429,63826.441,92.464,81.216,1866.128,0.928,1.096,0.94,630,9.28,4583,67.51,0,0,0,0,1275285,118144044,1740.33,18.786,1283434,18.906,0.004,232.8,tests performed,32325993,29316130,3009863,559324,578742,47.62,43.18,4.43,8525,78.7,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,81.32,0.932,2021-03-25,Asia,GBR
U,United States,30081375,67465,58627.429,547413,1410,978.286,90879.56,203.82,177.121,1653.802,4.26,2.956,1.1,8326,25.154,34262,103.51,0,0,0,0,1425614,375956547,1135.811,4.307,1209285,3.653,0.048,20.8,tests performed,133305295,87343622,47419832,2831442,2510755,39.86,26.12,14.18,7507,61.57,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,78.86,0.926,2021-03-25,Europe,USA
U,Uruguay,89458,1646,1806,856,13,15.286,25752.743,473.843,519.903,246.421,3.742,4.4,1.31,0,0,0,0,0,0,0,0,11657,1276551,367.487,3.356,12690,3.653,0.142,7,tests performed,468168,468168,0,43384,28894,13.48,13.48,0,8318,87.04,3473727,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14,19.9,77.91,0.817,2021-03-25,Africa,URY
U,Uzbekistan,81816,138,120.714,624,1,0.286,2444.516,4.123,3.607,18.644,0.03,0.009,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,0,724.417,7.57,1.3,24.7,71.72,0.72,2021-03-25,Europe,UZB
V,Vanuatu,3,0,0,0,0,0,9.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,70.47,0.609,2021-03-25,Europe,VUT
V,Vatican,27,0,0,0,0,0,33374.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,0,0,0,0,0,0,0,0,0,0,75.12,0,2021-03-25,North America,VAT
V,Venezuela,154165,850,851,1532,11,9.286,5421.484,29.892,29.927,53.875,0.387,0.327,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,3,87.96,28435943,36.253,29,6.614,3.915,16745.022,0,204.85,6.47,0,0,72.06,0.711,2021-03-25,North America,VEN
V,Vietnam,2579,3,1.286,35,0,0,26.495,0.031,0.013,0.36,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42225,42225,0,2408,2097,0.04,0.04,0,22,56.94,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,75.4,0.704,2021-03-25,North America,VNM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Yemen,3816,113,98.571,810,10,12.429,127.942,3.789,3.305,27.158,0.335,0.417,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,29825968,53.508,20.3,2.922,1.583,1479.147,18.8,495.003,5.35,7.6,29.2,66.12,0.47,2021-03-25,Africa,YEM
Z,Zambia,87318,325,204.143,1191,4,2.286,4749.685,17.678,11.104,64.785,0.218,0.124,0.77,0,0,0,0,0,0,0,0,7646,1218744,66.294,0.416,5449,0.296,0.037,26.7,tests performed,0,0,0,0,0,0,0,0,0,36.11,18383956,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,63.89,0.584,2021-03-25,South America,ZMB
Z,Zimbabwe,36778,29,23.857,1518,2,1.286,2474.479,1.951,1.605,102.133,0.135,0.087,0.92,0,0,0,0,0,0,0,0,1914,425549,28.632,0.129,1887,0.127,0.013,79.1,tests performed,58987,54892,4095,7094,2712,0.4,0.37,0.03,182,57.41,14862927,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,61.49,0.571,2021-03-25,North America,ZWE
A,Afghanistan,58843,113,150,2582,10,6.143,1511.572,2.903,3.853,66.327,0.257,0.158,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,64.83,0.511,2021-04-25,North America,AFG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Albania,130537,128,134.714,2378,6,5.143,45359.997,44.478,46.812,826.326,2.085,1.787,0.72,0,0,0,0,0,0,0,0,2789,604774,210.152,0.969,2757,0.958,0.049,20.5,tests performed,0,0,0,0,10205,0,0,0,3546,54.63,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,78.57,0.795,2021-04-25,Europe,ALB
A,Algeria,120922,186,182.857,3207,9,7.429,2757.563,4.242,4.17,73.134,0.205,0.169,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.19,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,76.88,0.748,2021-04-25,Europe,DZA
A,Andorra,13060,36,36.429,124,0,0.143,169028.668,465.929,471.476,1604.866,0,1.849,0.92,0,0,0,0,0,0,0,0,0,0,0,0,502,6.497,0.073,13.8,people tested,0,0,0,0,406,0,0,0,5255,52.78,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,83.73,0.868,2021-04-25,Asia,AND
A,Angola,25609,117,174.286,579,2,2.571,779.188,3.56,5.303,17.617,0.061,0.078,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,61.15,0.581,2021-04-25,Asia,AGO
A,Antigua and Barbuda,1227,0,1.571,31,0,0,12529.614,0,16.047,316.559,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,77.02,0.778,2021-04-25,Asia,ATG
A,Argentina,2860884,15012,23838.571,61644,170,345.143,63299.808,332.155,527.451,1363.933,3.761,7.637,1.04,0,0,0,0,0,0,0,0,17549,8590730,190.078,0.388,38302,0.847,0.306,3.3,tests performed,7134949,6263849,871100,117670,120877,15.79,13.86,1.93,2675,77.31,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,2021-04-25,Asia,ARG
A,Armenia,213288,410,681.143,4018,17,20,71978.116,138.362,229.865,1355.951,5.737,6.749,0.84,0,0,0,0,0,0,0,0,3158,963225,325.059,1.066,3971,1.34,0.172,5.8,tests performed,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,75.09,0.776,2021-04-25,Europe,ARM
A,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73103,53161,19942,3824,2493,68.47,49.79,18.68,23350,60.19,106766,584.8,41.2,13.085,7.452,35973.781,0,0,11.62,0,0,76.29,0,2021-04-25,Europe,ABW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Australia,29680,17,21,910,0,0,1163.927,0.667,0.824,35.686,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,32398,1.271,0.001,1542.8,tests performed,1934077,0,0,20030,62452,7.58,0,0,2449,75.46,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,83.44,0.944,2021-04-25,Europe,AUS
A,Austria,608979,2025,2222.286,10087,17,27,67616.251,224.84,246.745,1119.981,1.888,2.998,0.89,521,57.848,1279,142.01,0,0,0,0,199558,30688612,3407.423,22.157,266388,29.578,0,0,tests performed,2858392,2067276,791135,27576,48779,31.74,22.95,8.78,5416,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,81.54,0.922,2021-04-25,North America,AUT
A,Azerbaijan,313006,1541,1762.857,4371,29,33,30870.954,151.985,173.866,431.1,2.86,3.255,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423295,939098,484197,10814,12276,14.04,9.26,4.78,1211,72.22,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,73,0.756,2021-04-25,Asia,AZE
B,Bahamas,10050,74,59.429,196,0,0.286,25556.392,188.176,151.122,498.413,0,0.727,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,0,1538,59.72,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,73.92,0.814,2021-04-25,Europe,BHS
B,Bahrain,171370,1035,1037.143,624,4,4.286,100712.102,608.257,609.516,366.717,2.351,2.519,1.04,0,0,0,0,0,0,0,0,14277,3997605,2349.345,8.39,15892,9.34,0.065,15.3,units unclear,1180735,659990,520745,12085,14750,69.39,38.79,30.6,8668,53.7,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,77.29,0.852,2021-04-25,Asia,BHR
B,Bangladesh,745322,2922,3767.429,11053,101,95.429,4525.623,17.742,22.876,67.114,0.613,0.579,0.74,0,0,0,0,0,0,0,0,21922,5345067,32.455,0.133,25062,0.152,0.15,6.7,tests performed,8145266,5818400,2326866,191090,152081,4.95,3.53,1.41,923,83.33,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,72.59,0.632,2021-04-25,Asia,BGD
B,Barbados,3824,4,6.143,44,0,0,13306.84,13.919,21.376,153.112,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73590,73590,0,862,405,25.61,25.61,0,1409,66.67,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,79.19,0.814,2021-04-25,Africa,BRB
B,Belarus,352950,1276,1246.714,2493,10,10,37351.89,135.036,131.937,263.828,1.058,1.058,1.01,0,0,0,0,0,0,0,0,0,0,0,0,14996,1.587,0.083,12,tests performed,0,0,0,0,0,0,0,0,0,19.44,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,74.79,0.823,2021-04-25,Europe,BLR
B,Belgium,974418,2377,3488.857,24024,34,39.571,84076.815,205.097,301.033,2072.89,2.934,3.414,0.93,886,76.448,2883,248.757,0,0,1609.328,138.859,20777,12315578,1062.639,1.793,44131,3.808,0.088,11.4,tests performed,3502768,2740719,762740,6273,60015,30.22,23.65,6.58,5178,60.19,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,81.63,0.931,2021-04-25,Asia,BEL
B,Belize,12599,0,8.714,321,0,0.429,31685.952,0,21.916,807.301,0,1.078,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,0,0,0,1813,50.93,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,74.62,0.716,2021-04-25,Asia,BLZ
B,Benin,7720,0,15.571,97,0,0.286,636.796,0,1.284,8.001,0,0.024,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,61.77,0.545,2021-04-25,Asia,BEN
B,Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,0,0,0,8688,70.37,62273,1308.82,0,0,0,50669.315,0,139.547,13,0,0,82.59,0,2021-04-25,Europe,BMU
B,Bhutan,1022,4,9.286,1,0,0,1324.5,5.184,12.034,1.296,0,0,1.42,0,0,0,0,0,0,0,0,3472,691560,896.254,4.5,3835,4.97,0.002,413,samples tested,479686,479686,0,7,165,62.17,62.17,0,214,0,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,71.78,0.654,2021-04-25,Asia,BTN
B,Bolivia,297659,474,1227.571,12824,12,25.143,25499.722,40.606,105.163,1098.601,1.028,2.154,1.16,0,0,0,0,0,0,0,0,3848,1110955,95.173,0.33,9159,0.785,0.134,7.5,tests performed,660610,469586,191024,3997,17340,5.66,4.02,1.64,1485,27.78,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,0,0,71.51,0.718,2021-04-25,Africa,BOL
B,Bosnia and Herzegovina,194733,0,819.857,8203,0,59.286,59355.069,0,249.894,2500.293,0,18.07,0.74,0,0,0,0,0,0,0,0,0,0,0,0,3281,1,0.25,4,tests performed,0,0,0,0,5081,0,0,0,1549,45.37,3280815,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,77.4,0.78,2021-04-25,Africa,BIH
B,Botswana,45855,0,254.286,691,0,2.857,19499.282,0,108.132,293.839,0,1.215,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,0,0,0,488,0,2351625,4.044,25.8,3.941,2.242,15807.374,0,237.372,4.81,5.7,34.4,69.59,0.735,2021-04-25,Africa,BWA
B,Brazil,14340787,32572,56816.571,390797,1305,2494.571,67467.195,153.237,267.297,1838.531,6.139,11.736,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38027113,26873143,11153970,296462,725721,17.89,12.64,5.25,3414,63.43,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,75.88,0.765,2021-04-25,Europe,BRA
B,Brunei,223,0,0.286,3,0,0,509.734,0,0.653,6.857,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.74,437483,81.347,32.4,4.591,2.382,71809.251,0,201.285,12.79,2,30.9,75.86,0.838,2021-04-25,Europe,BRN
B,Bulgaria,397500,400,1588.429,15907,48,101.714,57207.044,57.567,228.602,2289.289,6.908,14.638,0.76,738,106.211,8087,1163.858,0,0,0,0,7492,2441727,351.406,1.078,12718,1.83,0.125,8,tests performed,723240,559274,163966,2070,12114,10.41,8.05,2.36,1743,48.15,6948445,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,75.05,0.816,2021-04-25,Europe,BGR
B,Burkina Faso,13263,32,19.143,156,0,0.286,634.494,1.531,0.916,7.463,0,0.014,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.56,20903278,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,61.58,0.452,2021-04-25,Asia,BFA
B,Burundi,3853,48,53.714,6,0,0,324.033,4.037,4.517,0.505,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.74,11890781,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,0,0,61.58,0.433,2021-04-25,Africa,BDI
C,Cambodia,9975,616,512.286,74,3,4.429,596.628,36.844,30.641,4.426,0.179,0.265,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2027968,1295660,732308,49420,66977,12.13,7.75,4.38,4006,72.22,16718971,90.672,25.6,4.412,2.385,3645.07,0,270.892,4,2,33.7,69.82,0.594,2021-04-25,Africa,KHM
C,Cameroon,65998,0,169.857,991,0,7.429,2486.188,0,6.399,37.332,0,0.28,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.96,26545864,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,0,0,59.29,0.563,2021-04-25,Asia,CMR
C,Canada,1186991,6926,8231.429,23950,38,48.429,31450.004,183.508,218.096,634.569,1.007,1.283,1,1405,37.226,4200,111.281,0,0,0,0,135441,30840738,817.143,3.589,127228,3.371,0.065,15.5,tests performed,12045041,11026753,1018288,231840,294916,31.91,29.22,2.7,7814,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,82.43,0.929,2021-04-25,Asia,CAN
C,Cape Verde,22349,255,269,203,2,1.571,40196.911,458.643,483.823,365.116,3.597,2.826,1.23,0,0,0,0,0,0,0,0,1159,0,0,2.085,0,0,0,0,tests performed,0,0,0,0,0,0,0,0,0,59.26,555988,135.58,25.7,4.46,3.437,6222.554,0,182.219,2.42,2.1,16.5,72.98,0.665,2021-04-25,Africa,CPV
C,Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,5204,0,65720,256.496,0,0,0,49903.029,0,0,13.22,0,0,83.92,0,2021-04-25,Europe,CYM
C,Central African Republic,6224,0,62.429,85,0,1.429,1288.676,0,12.926,17.599,0,0.296,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,4829764,7.479,18.3,3.655,2.251,661.24,0,435.727,6.1,0,0,53.28,0.397,2021-04-25,Oceania,CAF
C,Chad,4770,18,9.143,169,0,0,290.396,1.096,0.557,10.289,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16425859,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,0,0,54.24,0.398,2021-04-25,Africa,TCD
C,Chile,1169536,6725,6402.571,25856,114,97,61180.331,351.796,334.929,1352.569,5.964,5.074,0.94,0,0,0,0,0,0,0,0,67932,12777259,668.399,3.554,60491,3.164,0,0,tests performed,14103937,7933532,6170405,1032,136118,73.78,41.5,32.28,7121,79.17,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,80.18,0.851,2021-04-25,Africa,CHL
C,China,102384,17,20.286,4845,0,0,71.133,0.012,0.014,3.366,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224901000,0,0,4592000,4682000,15.63,0,0,3253,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,76.91,0.761,2021-04-25,North America,CHN
C,Colombia,2774464,17190,17359.571,71351,465,431.857,54526.469,337.835,341.167,1402.259,9.139,8.487,1.07,0,0,0,0,0,0,0,0,81104,14358523,282.188,1.594,78955,1.552,0.239,4.2,tests performed,4451266,3039713,1411553,50651,97395,8.75,5.97,2.77,1914,81.48,50882884,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,77.29,0.767,2021-04-25,Oceania,COL
C,Comoros,3829,0,1.429,146,0,0,4403.199,0,1.643,167.894,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869595,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,64.32,0.554,2021-04-25,Europe,COM
C,Congo,10678,594,84.857,144,5,0.714,1935.089,107.646,15.378,26.096,0.906,0.129,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,64.57,0.574,2021-04-25,Europe,COG
C,Costa Rica,238760,0,1454.714,3143,0,10.286,46869.78,0,285.568,616.987,0,2.019,1.45,0,0,0,0,0,0,0,0,4941,789553,154.993,0.97,4771,0.937,0.244,4.1,people tested,0,0,0,0,17038,0,0,0,3345,62.04,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,80.28,0.81,2021-04-25,Asia,CRI
C,Cote d'Ivoire,45852,32,41.714,282,1,1.143,1738.249,1.213,1.581,10.691,0.038,0.043,0.69,0,0,0,0,0,0,0,0,2196,585823,22.209,0.083,1870,0.071,0.022,44.8,samples tested,118875,118875,0,1648,3437,0.45,0.45,0,130,25.93,26378275,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,0,0,57.78,0.538,2021-04-25,Europe,CIV
C,Croatia,322626,1254,2119.429,6854,39,41.714,78588.292,305.461,516.27,1669.562,9.5,10.161,0.99,0,0,2288,557.333,0,0,1736.929,423.098,7007,1759208,428.525,1.707,8918,2.172,0.238,4.2,people tested,795597,627216,168381,9728,14581,19.38,15.28,4.1,3552,52.78,4105268,73.726,44,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,78.49,0.851,2021-04-25,Africa,HRV
C,Cuba,101503,1185,1141.714,591,10,9.429,8961.459,104.621,100.799,52.178,0.883,0.832,1.03,0,0,0,0,0,0,0,0,24019,3541978,312.713,2.121,22358,1.974,0.051,19.6,tests performed,0,0,0,0,0,0,0,0,0,79.63,11326616,110.408,43.1,14.738,9.719,0,0,190.968,8.27,17.1,53.3,78.8,0.783,2021-04-25,Africa,CUB
C,Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84716,68206,16510,700,2588,51.62,41.56,10.06,15771,0,164100,362.644,41.7,16.367,10.068,0,0,0,11.62,0,0,78.88,0,2021-04-25,Asia,CUW
C,Cyprus,62349,773,870,298,0,1,71182.865,882.522,993.265,340.222,0,1.142,1.04,38,43.384,301,343.647,16.768,19.144,205.164,234.233,56862,5008436,5718.052,64.918,58154,66.393,0.015,66.8,tests performed,0,0,0,0,5508,0,0,0,6288,69.44,875899,127.657,37.3,13.416,8.563,32415.132,0,141.171,9.24,19.6,52.7,80.98,0.887,2021-04-25,Africa,CYP
