Country,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,vaccinated,fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,life_expectancy,human_development_index,A_Date,continent,iso_code
M,Madagascar,123,1,0.429,0,0,0,4.442,0.036,0.015,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.37,27691019,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,0,0,67.04,0.528,2020-04-25,Africa,MDG
M,Malawi,33,0,2.286,3,0,0.143,1.725,0,0.119,0.157,0,0.007,0,0,0,0,0,0,0,0,0,47,664,0.035,0.002,34,0.002,0.067,14.9,samples tested,0,0,0,0,0,0,0,0,0,60.19,19129955,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,64.26,0.483,2020-04-25,Africa,MWI
M,Malaysia,5742,51,62.429,98,2,1.429,177.408,1.576,1.929,3.028,0.062,0.044,0.75,0,0,0,0,0,0,0,0,5248,126970,3.923,0.162,3739,0.116,0.017,59.9,people tested,0,0,0,0,0,0,0,0,0,73.15,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,76.16,0.81,2020-04-25,Asia,MYS
M,Maldives,177,48,20.286,0,0,0,327.449,88.8,37.528,0,0,0,1.85,0,0,0,0,0,0,0,0,263,5462,10.105,0.487,266,0.492,0.076,13.1,samples tested,0,0,0,0,0,0,0,0,0,0,540542,1454.433,30.6,4.12,2.875,15183.616,0,164.905,9.19,2.1,55,78.92,0.74,2020-04-25,Asia,MDV
M,Mali,370,45,22,21,0,1.143,18.271,2.222,1.086,1.037,0,0.056,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,20250834,15.196,16.4,2.519,1.486,2014.306,0,268.024,2.42,1.6,23,59.31,0.434,2020-04-25,Africa,MLI
M,Malta,448,1,3.143,4,1,0.143,1014.633,2.265,7.118,9.059,2.265,0.324,0.52,0,0,0,0,0,0,0,0,614,28621,64.821,1.391,644,1.459,0.005,204.9,tests performed,0,0,0,0,0,0,0,0,0,87.04,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,82.53,0.895,2020-04-25,Europe,MLT
M,Mauritania,7,0,0,1,0,0,1.505,0,0,0.215,0,0,0,0,0,0,0,0,0,0,0,93,1302,0.28,0.02,67,0.014,0,0,tests performed,0,0,0,0,0,0,0,0,0,77.78,4649660,4.289,20.3,3.138,1.792,3597.633,6,232.347,2.42,0,0,64.92,0.546,2020-04-25,Africa,MRT
M,Mauritius,331,0,0.857,9,0,0,260.268,0,0.674,7.077,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.41,1271767,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,74.99,0.804,2020-04-25,Africa,MUS
M,Mexico,13842,970,906.429,1305,84,93.571,107.358,7.523,7.03,10.122,0.652,0.726,1.47,0,0,0,0,0,0,0,0,2277,87708,0.68,0.018,3108,0.024,0.422,2.4,people tested,0,0,0,0,0,0,0,0,0,82.41,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,75.05,0.779,2020-04-25,North America,MEX
M,Moldova,3304,194,132.286,94,10,5.286,819.046,48.092,32.793,23.302,2.479,1.31,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.26,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,71.9,0.75,2020-04-25,Europe,MDA
M,Monaco,94,0,0,4,0,0.143,2395.271,0,0,101.926,0,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.96,39244,19347.5,0,0,0,0,0,0,5.46,0,0,86.75,0,2020-04-25,Europe,MCO
M,Mongolia,37,0,0.857,0,0,0,11.286,0,0.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.74,3278292,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,69.87,0.737,2020-04-25,Asia,MNG
M,Montenegro,320,1,1.857,6,0,0.143,509.504,1.592,2.957,9.553,0,0.227,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628062,46.28,39.1,14.762,9.395,16409.288,1,387.305,10.08,44,47.9,76.88,0.829,2020-04-25,Europe,MNE
M,Morocco,3897,139,173.143,159,1,3.143,105.58,3.766,4.691,4.308,0.027,0.085,1.05,0,0,0,0,0,0,0,0,1510,25443,0.689,0.041,1679,0.045,0.103,9.7,people tested,0,0,0,0,0,0,0,0,0,93.52,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,76.68,0.686,2020-04-25,Africa,MAR
M,Mozambique,70,5,5,0,0,0,2.24,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0,0,136,1575,0.05,0.004,89,0.003,0.056,17.8,units unclear,0,0,0,0,0,0,0,0,0,56.48,31255435,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,60.85,0.456,2020-04-25,Africa,MOZ
M,Myanmar,146,2,6.857,5,0,0,2.683,0.037,0.126,0.092,0,0,0.44,0,0,0,0,0,0,0,0,341,6115,0.112,0.006,319,0.006,0.021,46.5,samples tested,0,0,0,0,0,0,0,0,0,86.11,54409794,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,67.13,0.583,2020-04-25,Asia,MMR
N,Namibia,16,0,0,0,0,0,6.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,675,0.266,0.021,25,0.01,0,0,samples tested,0,0,0,0,0,0,0,0,0,73.15,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,63.71,0.646,2020-04-25,Africa,NAM
N,Nepal,49,0,2.571,0,0,0,1.682,0,0.088,0,0,0,0,0,0,0,0,0,0,0,0,260,9666,0.332,0.009,236,0.008,0.011,91.8,tests performed,0,0,0,0,0,0,0,0,0,96.3,29136808,204.43,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,70.78,0.602,2020-04-25,Asia,NPL
N,Netherlands,37384,655,802.571,4424,120,115.857,2181.749,38.226,46.838,258.187,7.003,6.761,0.71,959,55.968,1746,101.897,0,0,0,0,0,0,0,0,5520,0.322,0,0,people tested,0,0,0,0,0,0,0,0,0,78.7,17134873,508.544,43.2,18.779,11.881,48472.545,0,109.361,5.29,24.4,27.3,82.28,0.944,2020-04-25,Europe,NLD
N,New Zealand,1470,9,6.857,18,0,1,304.838,1.866,1.422,3.733,0,0.207,0.42,0,0,0,0,0,0,0,0,2741,121282,25.151,0.568,5333,1.106,0.001,777.7,tests performed,0,0,0,0,0,0,0,0,0,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,0,128.797,8.08,14.8,17.2,82.29,0.931,2020-04-25,Oceania,NZL
N,Nicaragua,12,1,0.429,3,0,0.143,1.811,0.151,0.065,0.453,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.07,6624554,51.667,27.3,5.445,3.519,5321.444,3.2,137.016,11.47,0,0,74.48,0.66,2020-04-25,North America,NIC
N,Niger,684,3,6.429,27,3,1.143,28.257,0.124,0.266,1.115,0.124,0.047,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.11,24206636,16.955,15.1,2.553,1.378,926,44.5,238.339,2.42,0.1,15.4,62.42,0.394,2020-04-25,Africa,NER
N,Nigeria,1182,87,91.429,35,3,2.286,5.734,0.422,0.444,0.17,0.015,0.011,1.79,0,0,0,0,0,0,0,0,0,10918,0.053,0,469,0.002,0.195,5.1,samples tested,0,0,0,0,0,0,0,0,0,85.65,206139587,209.588,18.1,2.751,1.447,5338.454,0,181.013,2.42,0.6,10.8,54.69,0.539,2020-04-25,Africa,NGA
N,North Macedonia,1367,41,28.143,59,2,1.429,656.145,19.68,13.508,28.319,0.96,0.686,0.74,0,0,0,0,0,0,0,0,701,14758,7.084,0.336,457,0.219,0.062,16.2,tests performed,0,0,0,0,0,0,0,0,0,0,2083380,82.6,39.1,13.26,8.16,13111.214,5,322.688,10.08,0,0,75.8,0.774,2020-04-25,Europe,MKD
N,Norway,7499,36,66.143,201,2,5.286,1383.262,6.641,12.201,37.076,0.369,0.975,0.7,0,0,114,21.028,0,0,0,0,1132,62445,11.519,0.209,2748,0.507,0.024,41.5,people tested,0,0,0,0,0,0,0,0,0,71.3,5421242,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,82.4,0.957,2020-04-25,Asia,NOR
O,Oman,1905,115,103.571,10,0,0.571,373.045,22.52,20.282,1.958,0,0.112,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.59,5106622,14.98,30.7,2.355,1.53,37960.709,0,266.342,12.61,0.5,15.6,77.86,0.813,2020-04-25,Asia,OMN
P,Pakistan,13328,605,711.429,281,12,16.143,60.337,2.739,3.221,1.272,0.054,0.073,1.41,0,0,0,0,0,0,0,0,6782,138147,0.625,0.031,5661,0.026,0.126,8,tests performed,0,0,0,0,0,0,0,0,0,89.81,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,67.27,0.557,2020-04-25,North America,PAK
P,Palestine,342,2,4.143,2,0,0,67.04,0.392,0.812,0.392,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.3,5101416,778.202,20.4,3.043,1.726,4449.898,1,265.91,10.59,0,0,74.05,0.708,2020-04-25,Oceania,PSE
P,Panama,5538,200,189.714,159,5,6.143,1283.499,46.352,43.969,36.85,1.159,1.424,1.1,0,0,0,0,0,0,0,0,1021,24924,5.776,0.237,869,0.201,0.218,4.6,tests performed,0,0,0,0,0,0,0,0,0,93.52,4314768,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,78.51,0.815,2020-04-25,South America,PAN
P,Papua New Guinea,8,0,0.143,0,0,0,0.894,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.24,8947027,18.22,22.6,3.808,2.142,3823.194,0,561.494,17.65,23.5,48.8,64.5,0.555,2020-04-25,South America,PNG
P,Paraguay,228,5,3.714,9,0,0.143,31.966,0.701,0.521,1.262,0,0.02,1.09,0,0,0,0,0,0,0,0,308,7630,1.07,0.043,339,0.048,0.011,91.3,tests performed,0,0,0,0,0,0,0,0,0,94.44,7132530,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5,21.6,74.25,0.728,2020-04-25,Asia,PRY
P,Peru,25331,3683,1558.714,700,66,50.286,768.262,111.701,47.274,21.23,2.002,1.525,1.55,0,0,0,0,0,0,0,0,2173,58506,1.774,0.066,2112,0.064,0.327,3.1,tests performed,0,0,0,0,0,0,0,0,0,94.44,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,0,76.74,0.777,2020-04-25,Europe,PER
P,Philippines,7294,102,172.429,494,17,13.857,66.563,0.931,1.574,4.508,0.155,0.126,1.01,0,0,0,0,0,0,0,0,4417,76631,0.699,0.04,3349,0.031,0.051,19.4,people tested,0,0,0,0,0,0,0,0,0,100,109581085,351.873,25.2,4.803,2.661,7599.188,0,370.437,7.07,7.8,40.8,71.23,0.718,2020-04-25,Europe,PHL
P,Poland,11273,381,361.571,524,30,25.286,297.86,10.067,9.554,13.845,0.793,0.668,0.99,0,0,2821,74.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33,37846605,124.027,41.8,16.763,10.202,27216.445,0,227.331,5.91,23.3,33.1,78.73,0.88,2020-04-25,Asia,POL
P,Portugal,23392,595,529.571,880,26,27.571,2294.074,58.352,51.936,86.302,2.55,2.704,0.81,186,18.241,1040,101.994,0,0,0,0,13446,361787,35.481,1.319,13500,1.324,0.039,25.5,tests performed,0,0,0,0,0,0,0,0,0,82.41,10196707,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,82.05,0.864,2020-04-25,Europe,PRT
Q,Qatar,9358,833,621.429,10,0,0.286,3248.11,289.13,215.694,3.471,0,0.099,1.61,0,0,0,0,0,0,0,0,3817,79705,27.665,1.325,2795,0.97,0.222,4.5,people tested,0,0,0,0,0,0,0,0,0,83.33,2881060,227.322,31.9,1.307,0.617,116935.6,0,176.69,16.52,0.8,26.9,80.23,0.848,2020-04-25,Europe,QAT
R,Romania,10635,218,316.714,601,34,25.714,552.821,11.332,16.463,31.241,1.767,1.337,0.99,235,12.216,0,0,0,0,0,0,5043,126645,6.583,0.262,5093,0.265,0.062,16.1,tests performed,0,0,0,0,0,0,0,0,0,87.04,19237682,85.129,43,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,76.05,0.828,2020-04-25,Africa,ROU
R,Russia,74588,5966,5399.286,681,66,52.571,511.106,40.881,36.998,4.666,0.452,0.36,1.42,0,0,0,0,0,0,0,0,156199,2877699,19.719,1.07,132555,0.908,0.041,24.6,tests performed,0,0,0,0,0,0,0,0,0,85.19,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,72.58,0.824,2020-04-25,North America,RUS
R,Rwanda,183,7,5.571,0,0,0,14.129,0.54,0.43,0,0,0,0.96,0,0,0,0,0,0,0,0,1275,24152,1.865,0.098,1167,0.09,0.005,209.5,samples tested,0,0,0,0,0,0,0,0,0,90.74,12952209,494.869,20.3,2.974,1.642,1854.211,56,191.375,4.28,4.7,21,69.02,0.543,2020-04-25,North America,RWA
S,Saint Kitts and Nevis,15,0,0.143,0,0,0,281.997,0,2.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53192,212.865,0,0,0,24654.385,0,0,12.84,0,0,76.23,0.779,2020-04-25,North America,KNA
S,Saint Lucia,15,0,0,0,0,0,81.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183629,293.187,34.9,9.721,6.405,12951.839,0,204.62,11.62,0,0,76.2,0.759,2020-04-25,Europe,LCA
S,Saint Vincent and the Grenadines,14,0,0.286,0,0,0,126.186,0,2.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110947,281.787,31.8,7.724,4.832,10727.146,0,252.675,11.62,0,0,72.53,0.738,2020-04-25,Africa,VCT
S,San Marino,513,0,8.286,40,0,0.143,15115.799,0,244.143,1178.62,0,4.209,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.59,33938,556.667,0,0,0,56861.47,0,0,5.64,0,0,84.97,0,2020-04-25,Asia,SMR
S,Sao Tome and Principe,4,0,0,0,0,0,18.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219161,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,0,0,70.39,0.625,2020-04-25,Africa,STP
S,Saudi Arabia,16299,1197,1146.429,136,9,6.286,468.176,34.383,32.93,3.906,0.259,0.181,1.43,0,0,0,0,0,0,0,0,9055,320660,9.211,0.26,9458,0.272,0.121,8.2,tests performed,0,0,0,0,0,0,0,0,0,91.67,34813867,15.322,31.9,3.295,1.845,49045.411,0,259.538,17.72,1.8,25.4,75.13,0.854,2020-04-25,Europe,SAU
S,Senegal,614,69,37.714,7,0,0.571,36.67,4.121,2.252,0.418,0,0.034,1.94,0,0,0,0,0,0,0,0,703,7779,0.465,0.042,451,0.027,0.084,12,tests performed,0,0,0,0,0,0,0,0,0,77.78,16743930,82.328,18.7,3.008,1.796,2470.58,38,241.219,2.42,0.4,16.6,67.94,0.512,2020-04-25,Africa,SEN
S,Serbia,7779,296,255,151,7,4.857,1143.198,43.5,37.475,22.191,1.029,0.714,0.88,0,0,0,0,0,0,0,0,5051,59938,8.808,0.742,3416,0.502,0.075,13.4,people tested,0,0,0,0,0,0,0,0,0,96.3,6804596,80.291,41.2,17.366,0,14048.881,0,439.415,10.08,37.7,40.2,76,0.806,2020-04-25,Africa,SRB
S,Seychelles,11,0,0,0,0,0,111.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.52,98340,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,73.4,0.796,2020-04-25,Asia,SYC
S,Sierra Leone,82,0,7.429,2,0,0.286,10.28,0,0.931,0.251,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.48,7976985,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,54.7,0.452,2020-04-25,Europe,SLE
S,Singapore,12693,618,957.286,12,0,0.143,2169.616,105.635,163.629,2.051,0,0.024,1.27,0,0,0,0,0,0,0,0,0,0,0,0,3544,0.606,0.27,3.7,samples tested,0,0,0,0,0,0,0,0,0,76.85,5850343,7915.731,42.4,12.922,7.049,85535.383,0,92.243,10.99,5.2,28.3,83.62,0.938,2020-04-25,Europe,SGP
S,Slovakia,1373,13,40.571,17,0,0.857,251.482,2.381,7.431,3.114,0,0.157,0.72,0,0,0,0,0,0,0,0,4839,71684,13.13,0.886,3807,0.697,0.008,125,tests performed,0,0,0,0,0,0,0,0,0,73.15,5459643,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,77.54,0.86,2020-04-25,Africa,SVK
S,Slovenia,1388,15,10.143,81,1,1.571,667.651,7.215,4.879,38.962,0.481,0.756,0.59,23,11.063,77,37.038,0,0,0,0,1012,49813,23.961,0.487,1221,0.587,0.008,125,tests performed,0,0,0,0,0,0,0,0,0,86.11,2078932,102.619,44.5,19.062,12.93,31400.84,0,153.493,7.25,20.1,25,81.32,0.917,2020-04-25,Africa,SVN
S,Somalia,390,62,36.429,18,2,1.571,24.539,3.901,2.292,1.133,0.126,0.099,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.19,15893219,23.5,16.8,2.731,1.496,0,0,365.769,6.05,0,0,57.4,0,2020-04-25,Asia,SOM
S,Spain,205905,2915,2025.571,22902,378,408.429,4403.934,62.347,43.323,489.832,8.085,8.736,0.68,0,0,0,0,0,0,0,0,0,0,0,0,20403,0.436,0.099,10.1,tests performed,0,0,0,0,0,0,0,0,0,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,83.56,0.904,2020-04-25,South America,ESP
S,Sri Lanka,460,40,29.429,7,0,0,21.482,1.868,1.374,0.327,0,0,1.69,0,0,0,0,0,0,0,0,816,15393,0.719,0.038,800,0.037,0.037,27.2,tests performed,0,0,0,0,0,0,0,0,0,79.63,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,76.98,0.782,2020-04-25,Europe,LKA
S,Sudan,213,39,21,17,1,1,4.858,0.889,0.479,0.388,0.023,0.023,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.04,43849269,23.258,19.7,3.548,2.034,4466.507,0,431.388,15.67,0,0,65.31,0.51,2020-04-25,Europe,SDN
S,Suriname,10,0,0,1,0,0,17.046,0,0,1.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.41,586634,3.612,29.6,6.933,4.229,13767.119,0,258.314,12.54,7.4,42.9,71.68,0.738,2020-04-25,Asia,SUR
S,Sweden,18563,473,612.571,2192,40,97.286,1838.054,46.835,60.655,217.045,3.961,9.633,1.07,551,54.558,2245,222.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.81,10099270,24.718,41,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,82.8,0.945,2020-04-25,Asia,SWE
S,Switzerland,28894,217,212.857,1599,10,33,3338.564,25.073,24.595,184.757,1.155,3.813,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,0,99.739,5.59,22.6,28.9,83.78,0.955,2020-04-25,Africa,CHE
S,Syria,42,0,0.571,3,0,0.143,2.4,0,0.033,0.171,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.04,17500657,0,21.7,0,2.577,0,0,376.264,0,0,0,72.7,0.567,2020-04-25,Asia,SYR
T,Taiwan,429,1,4.429,6,0,0,18.013,0.042,0.186,0.252,0,0,0.4,0,0,0,0,0,0,0,0,619,60429,2.537,0.026,1063,0.045,0.004,240,people tested,0,0,0,0,0,0,0,0,0,31.48,23816775,0,42.2,0,8.353,0,0,103.957,0,0,0,80.46,0,2020-04-25,Asia,TWN
T,Tanzania,299,0,21.714,10,0,0.714,5.006,0,0.364,0.167,0,0.012,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,59734213,64.699,17.7,3.108,1.874,2683.304,49.1,217.288,5.75,3.3,26.7,65.46,0.529,2020-04-25,Africa,TZA
T,Thailand,2907,53,24.857,51,1,0.571,41.648,0.759,0.356,0.731,0.014,0.008,0.58,0,0,0,0,0,0,0,0,5619,176587,2.53,0.081,6073,0.087,0.009,111.1,tests performed,0,0,0,0,0,0,0,0,0,76.85,69799978,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,77.15,0.777,2020-04-25,North America,THA
T,Timor,24,0,0.857,0,0,0,18.203,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.78,1318442,87.176,18,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,69.5,0.606,2020-04-25,Africa,TLS
T,Togo,96,6,1.714,6,0,0.143,11.596,0.725,0.207,0.725,0,0.017,0,0,0,0,0,0,0,0,0,339,5601,0.677,0.041,199,0.024,0.009,116.1,tests performed,0,0,0,0,0,0,0,0,0,73.15,8278737,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,61.04,0.515,2020-04-25,Asia,TGO
T,Trinidad and Tobago,115,0,0.143,8,0,0,82.173,0,0.102,5.716,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.63,1399491,266.886,36.2,10.014,5.819,28763.071,0,228.467,10.97,0,0,73.51,0.796,2020-04-25,Africa,TTO
T,Tunisia,939,17,10.714,38,0,0.143,79.451,1.438,0.907,3.215,0,0.012,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.74,11818618,74.228,32.7,8.001,5.075,10849.297,2,318.991,8.52,1.1,65.8,76.7,0.74,2020-04-25,Europe,TUN
T,Turkey,107773,2861,3634.857,2706,106,116.571,1277.854,33.923,43.098,32.085,1.257,1.382,0.73,0,0,0,0,0,0,0,0,38308,868565,10.298,0.454,38519,0.457,0.094,10.6,tests performed,0,0,0,0,0,0,0,0,0,75.93,84339067,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,77.69,0.82,2020-04-25,Asia,TUR
U,Uganda,75,0,2.857,0,0,0,1.64,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.52,45741000,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,63.37,0.544,2020-04-25,Europe,UGA
U,Ukraine,8125,478,431.286,201,0,9.714,185.783,10.93,9.862,4.596,0,0.222,1.21,0,0,0,0,0,0,0,0,0,0,0,0,4511,0.103,0.096,10.5,tests performed,0,0,0,0,0,0,0,0,0,88.89,43733759,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,72.06,0.779,2020-04-25,North America,UKR
U,United Arab Emirates,9813,532,501.571,71,7,4.857,992.174,53.79,50.713,7.179,0.708,0.491,1.24,0,0,0,0,0,0,0,0,21984,1003390,101.451,2.223,23655,2.392,0.021,47.2,tests performed,0,0,0,0,0,0,0,0,0,87.04,9890400,112.442,34,1.144,0.526,67293.483,0,317.84,17.26,1.2,37.4,77.97,0.89,2020-04-25,South America,ARE
U,United Kingdom,155453,3764,4702.714,23689,816,801.143,2289.912,55.446,69.274,348.953,12.02,11.801,1.01,2702,39.802,16604,244.586,0,0,0,0,29058,663377,9.772,0.428,26514,0.391,0.177,5.6,tests performed,0,0,0,0,0,0,0,0,0,79.63,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,81.32,0.932,2020-04-25,Asia,GBR
U,United States,950581,30396,29570.429,56487,1711,2218.429,2871.823,91.83,89.336,170.654,5.169,6.702,1,0,0,0,0,0,0,0,0,219377,5915210,17.871,0.663,208740,0.631,0.143,7,tests performed,0,0,0,0,0,0,0,0,0,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,78.86,0.926,2020-04-25,Europe,USA
U,Uruguay,596,33,11.286,14,2,0.714,171.574,9.5,3.249,4.03,0.576,0.206,1.09,0,0,0,0,0,0,0,0,692,15834,4.558,0.199,479,0.138,0.024,42.4,tests performed,0,0,0,0,0,0,0,0,0,61.11,3473727,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14,19.9,77.91,0.817,2020-04-25,South America,URY
U,Uzbekistan,1862,58,53.143,8,0,0.429,55.633,1.733,1.588,0.239,0,0.013,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.74,33469199,76.134,28.2,4.469,2.873,6253.104,0,724.417,7.57,1.3,24.7,71.72,0.72,2020-04-25,Asia,UZB
V,Vatican,9,0,0.143,0,0,0,11124.845,0,176.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,0,0,0,0,0,0,0,0,0,0,75.12,0,2020-04-25,Asia,VAT
